コンテンツ,動画のタイトル,動画公開時刻,長さ,視聴回数
UXimW3w4AMQ,【安いのにお洒落なスニーカー】絶対買い！NIKE new balance PUMA の服好きが興奮する靴教えます！！！,"Jun 9, 2023",735,44107
UqbzfbtJSvQ,【ダサい認定されるNGファッション】変わりたい人必見！誰も教えてくれない知識をプロが超解説！！！WYM Summer Collection 6.9 Release,"Jun 8, 2023",1025,67138
rhvRyBnWf0s,【男は良い服を】高感度ver⁉︎ 夏コーデランキングTOP10！真似すれば夏完璧です。WYM Summer Collection 6.9 Release,"Jun 7, 2023",1504,37713
aq7dH6z_jkU,【絶対買い】メンズ100%成功する夏のアイテム7選教えます！中級編！差別化したい人必見！！WYM Summer Collection 6.9 Release,"Jun 6, 2023",1009,42276
wHja4STeaCs,【モテ夏コーデTOP10！】真似るだけ！プロが夏に押さえるべきコーデ教えます！！WYM Summer Collection 6.9 Release,"Jun 5, 2023",1461,52976
UU5Ytnj-HKo,【モテる夏コーデ】この動画真似するだけ‼︎ ZOZOトレンドアイテム目白押しです！！WYM Summer Collection 6.9 Release,"Jun 3, 2023",474,34818
8u3BGJIFpN8,【え!?ガチ!?】ZOZOで買えるWYM(ウィム)の夏新作が怪物級なのに安過ぎwww【絶対買い】WYM Summer Collection 6.9 Release,"Jun 2, 2023",1378,82628
5nbJTMAFgvQ,【モテる男は小物が上手】絶対買うべきモテるアクセとは！？着けないのはNGです。2023ver LIDNM Llife Summer Collection 5.27 Release,"May 26, 2023",1169,102721
ckyFmDymJCU,【サンダルの選び方】これだけ持ってればいい。最悪なやつに引っかからないで！！LIDNM Llife Summer Collection 5.27 Release,"May 25, 2023",1231,67024
4FFexHc2ZNo,【夏×白Tシャツ】プロが教える間違いない白Tシャツ選び方と超かっこよくする方法とは？2023ver LIDNM Llife Summer Collection 5.27 Release,"May 23, 2023",1542,55043
TqnYLPW4z3M,【丸聞こえ】デート中ダサい男子の前で思ってる女子の本音…。LIDNM Llife Summer Collection 5.27 Release,"May 22, 2023",749,67992
rYl6Nv4qfII,【理想を超えた】夏の最強コーデ！大人のための嗜好アイテム特集！LIDNM Llife Summer Collection 5.27 Release,"May 21, 2023",273,46535
icjqQW-y_2E,【緊急】アパレル界ジュエリー界の常識価格本気で変えました。夏に秋に冬に春に未来に。LIDNM Llife Summer Collection 5.27 Release,"May 20, 2023",1997,58394
da0fKPHqk74,【ZOZOの超便利機能24選】ネット通販での裏技教えちゃいますwww 普通にまじで有益です。,"May 19, 2023",1382,50928
rAatiaMHA6U,【ご報告】整形します。,"May 16, 2023",1507,83876
0HA_kqpNmK0,【ユニクロ最強説】夏のTシャツがデザインがお洒落でビビった。。進化しすぎぃいい！！しかも安すぎぃい！！,"May 13, 2023",769,110406
OuRMwf5jkIo,【絶対に見逃せない】本当にモテる香水3選！女子ウケ保証付き！モテる男の必需品です。,"May 12, 2023",1280,56030
pqk10lOAVYk,【コレは事件】服のプロがヒカルさんのReZARDを本音レビューした結果。正直〇〇でした。。,"May 11, 2023",1839,343814
9fXOLki-4R8,【GU絶対買い】ごめん…嘘みたいな夏の新作まだあった！！！急いでくれー！！！,"May 10, 2023",909,93551
NXOCpbvDNak,【総額1000万以上!?】げんじが持ってるアクセサリー小物全部紹介します。ネックレス/ブレスレット/リング,"May 9, 2023",967,51722
s-nV1ITHBbo,【GU神アイテム7選】無くなる前に絶対買って！！プロが厳選した7選をご紹介！,"May 8, 2023",1423,179955
aGFGpGobN1c,【今すぐ買うべき】ZOZO含めた夏服購入品紹介！55万円www国内外人気ブランド多数！！,"May 6, 2023",1175,58376
9coELREYKbE,【メンズ服】女子にカッコいいと思う夏服聞いてみました！！夏デートは〇〇が最高⁉︎ WYM will be finally released today.,"May 5, 2023",2370,289297
FP0tNF4JfLM,【2023夏コーデ】最強トレンドアイテムで、お洒落したいメンズ限定。。。！トレンド◎シンプル◎女子ウケ◎ WYM Summer Collection 5.5 Release,"May 4, 2023",459,59716
YYWvYeqrZvQ,【あなたはダサいコーデしてないですか？】コレで解決出来ちゃいます！WYM Summer Collection 5.5 Release,"May 3, 2023",408,45345
n4Q_pTxeQCE,【初心者必見】メンズファッションで絶対買うべきデニム7選教えちゃいます。2023ver WYM Summer Collection 5.5 Release,"May 2, 2023",712,45429
HabjvKOmRGk,【UNIQLO全部紹介】急いで買うべき“白T”全て紹介！！デニムがトレンドだからこそ今年は白T！！WYM Summer Collection 5.5 Release,"May 1, 2023",1011,81405
tLtJTQgV3OM,【絶対買い】げんじが最近購入したスニーカー全部紹介します。New Balance adidas Salomon WYM Summer Collection 5.5 Release,"Apr 30, 2023",808,41132
2h1enheqGsg,【真似するだけ!!】暑くてもかっこよく！夏コーデの人気ランキング教えちゃいます。WYM Summer Collection 5.5 Release,"Apr 29, 2023",759,96507
0VZ4w3-PKSI,【価格反則だろ‼︎】ZOZOで買えるWYM(ウィム)の夏の新作がコスパ最強すぎるwww【絶対買い】WYM Summer Collection 5.5 Release,"Apr 28, 2023",1727,115267
RRDjpnl5Yes,【白シャツ】プロが教える間違いない白シャツ選び方と超かっこよくする5つの方法とは？,"Apr 26, 2023",825,69781
s0pcMxcp1qk,【夏最強パンツ】メンズファッション絶対に買った方が良いパンツ7点教えちゃいます。2023ver,"Apr 25, 2023",779,87663
O8CJisrl-VU,【5年ぶり】街中で自分のブランド着てる人を本気で探してみた結果！！LIDNM(リドム) WYM(ウィム),"Apr 24, 2023",1235,42327
P4ZR2kGJ6K8,【真似するだけ】夏の無敵コーデ。大人が嗜む嗜好アイテム勢揃い。服好きは絶対に押さえて。LIDNM Summer Collection 4.22 Release,"Apr 22, 2023",289,51184
No8m7t3TJ-8,【知らないと損をする!?】夏をカッコよくするトップスの選び方&コツ!! この7点は絶対押さえてください。2023ver 後編 LIDNM Summer Collection 4.22 Release,"Apr 20, 2023",501,65674
TSTMXurG13E,【絶対成功する】夏に間違いなく買うべきトップス14選教えちゃいます！！2023ver 前編 LIDNM Summer Collection 4.22 Release,"Apr 19, 2023",926,94475
OluWSSPG3hY,【大優勝】げんじが4月にマジで買って良かった服、スニーカー１位を紹介します！服好き集まれ🏆🏆🏆！！！LIDNM Summer Collection 4.22 Release,"Apr 18, 2023",1083,47107
p0o_rFIVak0,【驚愕】男性の好きな服装が女性に不評！？ファッションの落とし穴をプロが解説！【見逃せないポイント】LIDNM Summer Collection 4.22 Release,"Apr 16, 2023",2025,162699
haL4YT-3ZU0,【服好き歓喜】圧倒的優勝シャツ/異彩スラックス/激レアデニム再販/破格の高品質Tシャツ/正直他ブランド買えなくなります。。LIDNM Summer Collection 4.22 Release,"Apr 15, 2023",1359,53824
K28tOci2jXM,【絶対流行る”夏アイテム“‼︎】この動画見るだけ‼︎超絶お洒落になれる最強アイテムを30個教えちゃいます！！,"Apr 14, 2023",799,57788
2BoiaEC3wLM,【”2023年夏“トレンド解説‼︎】知らないと損⁉︎ 確実にお洒落になれる最強アイテムを30個教えちゃいます！！,"Apr 13, 2023",1045,77947
32m97h6WMD0,【ZOZO大量購入】ゾゾタウンで最高なメンズアイテムめっちゃ買った！！総額23万円購入品紹介！！笑,"Apr 12, 2023",819,46850
UWP2vGZtc-o,【30代40代50代】“おじさん見えNGアイテム⁉︎”をプロが解説！老けが加速する服7選！,"Apr 11, 2023",1074,168487
3sTMD4Hqbz0,【UNIQLO絶対買い】最速でチェックして‼︎ ユニクロが新定番爆誕させた！超安い◎トレンド感◎ 涼しさ◎,"Apr 10, 2023",652,135689
E_0aTw6V0C0,【メンズ服】女子にカッコいいと思う春服夏服聞いてみました！！デートは〇〇が最高⁉︎,"Apr 8, 2023",2136,416622
JOokYux3bTc,【WYM(ZOZO)で春を‼︎】ウィムで春に絶対買うべきメンズ服7点はこれだ！カッコいいのに安すぎ！2023ver WYM will be finally released today.,"Apr 7, 2023",1110,82681
q65StJKWvqc,【真似するだけ】夏の最強コーデ‼︎ 女子ウケ◎トレンド◎コスパ◎最高じゃんwww WYM Summer 4.7 release,"Apr 6, 2023",622,46283
4h4oPGTTkjc,【成功する】夏に絶対買うべきメンズ服7選教えちゃいます。初級編！2023ver WYM Summer 4.7 release,"Apr 5, 2023",1104,167030
JMOsCcKQVds,【真似するだけ！】2023年夏の最強コーデランキングTOP10！暑さに負けないかっこいいコーデ特集！WYM Summer 4.7 release,"Apr 2, 2023",988,71652
SPyBKxYJ6QM,【ZOZOで驚愕の価格】WYM(ウィム)の新作の夏の新作達シャツ&パンツが安すぎて自分でも信じられないwww【絶対買い物リストに追加じゃん！！】WYM Summer 4.7 release,"Mar 31, 2023",1386,94907
l9W7UeZ6CzI,【デニム革命】舐めてたデニムがこんなにカッコいいなんて！！最高のスタイル10選以上紹介！！,"Mar 30, 2023",1197,54364
MqIB0q31eDE,【神回】春夏コーデ攻略！プロが教える最強の配色＆モテる法則で自信に満ちた毎日を手に入れちゃって〜！,"Mar 29, 2023",1115,85581
VqpUNWCDFv4,【驚愕の価格】UNIQLOこれ一枚で大変身！そしてコスパお洒落度No.1！デートと職場に使える最高シャツ！急いで！！,"Mar 28, 2023",778,110415
TqjMrgT4I3Q,【マジで買っちゃダメ】UNIQLO春夏のNGアイテムリスト！これだけは手を出すな！,"Mar 27, 2023",881,81920
7gL6zftFE6s,【失敗する⁉︎】”ダサい“ ”イタい“ファッションになってしまう10個の落とし穴をプロが解説します！LIDNM will be finally released today.,"Mar 25, 2023",718,37199
-bNbMK0oF10,【クソかっこいい】服好き男性全員が絶対真似したくなる30の春コーデLOOKBOOK！シンプル好きも必見！！LIDNM Spring Collection 3.25 release,"Mar 24, 2023",332,38249
M7LeiObvVDk,【初心者必見】メンズファッション分からない人が最速で”お洒落“になる10個のステップ教えちゃいます。まじで変わります。,"Mar 22, 2023",1201,50207
ZG0PLU4OGh4,【破産確定したwww】マルジェラのアウターが今世紀最大にクールだったから爆買いしちゃったwww Maison Margiela 23ss LIDNM Spring 3.25 release,"Mar 20, 2023",678,43454
0aIKBECjv9M,【男のスニーカー】プロが厳選！迷ったらこれ！お洒落な人は必ず持ってます。NIKE adidas New Balance Salomon LIDNM Spring 3.25 release,"Mar 19, 2023",710,149195
fo_kUzZuX2I,【これを超えるアイテムはない】異次元なクオリティと価格…。服好きが絶対に買うべき新作をリリースします。LIDNM Spring collection 3.25 release,"Mar 18, 2023",1689,60072
GF-_QaWvzWQ,【大人気ブランド大爆買い！】げんじ一目惚れ！80万円分の春夏新作次々に紹介！一挙公開！,"Mar 17, 2023",1075,44592
Jjy3c4HC2OE,【ダサい⁉︎NGコーデ】春夏の惜しいファッションあるある！絶対意識するべきポイントはこれ！2023ver,"Mar 16, 2023",646,65615
kWVUK0RgJHA,【15個の習慣】ブサイクになってしまう行動と誰でもなれる雰囲気イケメンのなり方を解説！！,"Mar 15, 2023",788,54608
eQETOlH51Jw,【緊急】ヒカルさんの動画について,"Mar 14, 2023",293,320368
vXiENnPW2jc,【全て分かる】春のメンズファッション分からない人この動画見れば解決します。まじで変わります。,"Mar 13, 2023",11854,110574
cNOoSwEeWMQ,【絶対買い】UNIQLO最高で最強の7点があれば完璧です。プロが着回し紹介！,"Mar 12, 2023",563,88578
p6OsKKLvwpQ,【超重要】一人暮らしの男性が絶対買うべきグッズ7つ特別に教えます！！最新版！,"Mar 11, 2023",959,49941
LMPn_Z9QzdE,【UNIQLOで春を迎える】ユニクロで春に絶対買うべきメンズ服7点はこれだ！2023ver WYM will be finally released today.,"Mar 10, 2023",974,232718
EC0ybiyqxMQ,【春コーデ完全ガイド】最新トレンドアイテムで作るこなれ感あるおしゃれ50のスタイル！！WYM Spring collection 3.10 release,"Mar 9, 2023",611,52410
pzrmhLWRMSM,【完全保存版】ヘアセット初心者必見！センターパートの作り方をプロ美容師が徹底解説！WYM Spring collection 3.10 release,"Mar 8, 2023",2322,45762
YOQg9dQeqrU,【急げ】GUの春新作は全て最高峰クオリティ！？ 完全ガイド！狙い目アイテム5選を紹介します！！WYM Spring collection 3.10 release,"Mar 6, 2023",899,164888
4JgWOULSkGU,【99.9%モテるファッション7選】※ファッション不安な人限定‼︎ メンズなら絶対損させません。WYM Spring collection 3.10 release,"Mar 5, 2023",911,353768
he3C4EPRJeg,【見逃すと損】げんじ史上初‼︎○○○開催決定！超人気ブランド多数！！WYM Spring collection 3.10 release,"Mar 4, 2023",281,39551
i_bWHp6jU24,【もうオワコン？】押さえておきたい時代遅れなファッションとは？(俺マーチンめっちゃ好きだよ！)現在のトレンドも同時に解説！【プロが警鐘】,"Mar 3, 2023",801,116913
oEvxMRjT2D8,【爆発的人気】カーゴパンツで作る最旬コーディネートを完全解説！これさえ押さえればOK！WYM OMOTESANDO Grandopen 3.3 11:00,"Mar 2, 2023",616,79941
wZECyXNz-YA,【最強コンビ】デニムパンツ×〇〇の着こなし方！男性におすすめのおしゃれなスタイルとは？WYM OMOTESANDO Grandopen 3.3 11:00,"Mar 1, 2023",758,75074
XWTC_biBP2w,高いけどマジで買ってよかった暮らしのアイテム全部紹介！リビング編！Amazon IKEA Rakuten WYM OMOTESANDO Grandopen 3.3 11:00,"Feb 28, 2023",741,35300
ql-QkxlSCTQ,ガチで人生で買ってよかったもの発表します。最近買った物から人生最高アイテムまで！Amazon Rakuten 玄関&キッチン,"Feb 27, 2023",862,36420
kvfe_lYh04U,【神アイテム爆誕】伝説確定!?ZOZOで買えるWYM(ウィム)の春の新作がコスパ最強すぎるwww【絶対買い】WYM Spring collection 3.10 release,"Feb 26, 2023",1439,110963
4oOoLOyyQsw,【QOL爆上がり】Amazon、IKEAで買ってよかったもの全部紹介します。ガジェットからインテリアまで。書斎編LIDNM will be finally released today.,"Feb 25, 2023",634,48449
isEJukZTsX8,【ヤバい。閲覧注意】春にマストアイテムを全部使って63コーデ組みました。欲しくなり過ぎちゃうので気をつけてください。LIDNM Spring collection 2.25 release,"Feb 24, 2023",737,35574
V2lMUq2gfaU,【1人暮らし必見】Amazon、IKEAで買ってよかった物全部紹介します。無印良品　ニトリ LIDNM Spring collection 2.25 release,"Feb 23, 2023",634,37148
cFwqzLto1SQ,【超超超有益&BEST BUY】2023年までで買ってよかったもの一気に紹介www 1人暮らし必見です。【洗面所編】LIDNM Spring collection 2.25 release,"Feb 22, 2023",1497,53422
d4__wQxbtm0,【本当は教えたくない】女子ウケ最高なモテる香水5選！マジでメンズは絶対買うべき！！LIDNM Spring collection 2.25 release,"Feb 21, 2023",906,45691
1Ti5NM3Tr3Q,【今すぐ買うべき】春夏購入品紹介！60万円www、、60万円！？！？国内人気ブランド多数！！ドメブラSP！！LIDNM Spring collection 2.25 release,"Feb 20, 2023",1395,31518
7PN7LJXt6hw,【衝撃の新作】これ買わないで何買うの…？またもやこの金額で買っていいの？春とか関係なく将来永劫持っときたいアイテムPART2 LIDNM Spring collection 2.25 release,"Feb 18, 2023",2302,71395
